year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,region,pop
2018,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3144,588,101.09,22.44,134.91,1,328.56,23,3,52771,12709,3309,5374,105,31274,South East,498715
2018,12,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",35,6,1.02,0,2.78,0,2.2,0,1,398,107,0,100,0,191,South Cent,961855
2018,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",96,13,7.49,1,1.25,0,3.26,0,0,850,591,21,38,0,200,South East,689447
2018,12,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",445,79,11.29,1,30.32,0,36.39,0,1,5957,834,73,1526,0,3524,North East,675647
2018,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",199,48,16.28,2.32,15.99,0,13.41,3,1,3426,1306,170,775,0,1175,North East,585708
2018,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",174,27,10.84,0.91,6.24,0,9.02,0,0,1610,698,30,166,0,716,South East,874579
2018,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",136,16,5.78,0,3.76,0,6.46,0,0,1683,369,0,410,0,904,North East,689545
2018,12,9E,Endeavor Air Inc.,DEN,"Denver, CO: Denver International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North West,715522
2018,12,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",155,15,8.25,0,3.21,0,3.54,1,5,864,586,0,98,0,180,South Cent,1304379
2018,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1687,140,46.45,3.29,29.87,0.04,60.36,6,0,12717,4465,604,897,10,6741,North Cent,639111
2018,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",138,36,4.33,0,29.49,0,2.18,0,0,2441,149,0,2021,0,271,North East,311549
2018,12,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",21,6,2.56,0,3.11,0,0.33,2,0,581,486,0,89,0,6,South East,182760
2018,12,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",98,20,2.67,0.47,6.14,0,10.72,0,0,1556,176,14,313,0,1053,North East,689545
2018,12,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",139,14,8.76,0,2.85,0,2.38,0,1,1006,681,0,240,0,85,South Cent,2304580
2018,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1406,223,40.75,6.14,113.16,0,62.95,9,4,23039,4067,1284,10959,0,6729,North East,8804190
2018,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",1857,429,46.48,15.44,240.71,0,126.37,8,5,32048,6092,1024,13694,0,11238,North East,8804190
2018,12,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",19,5,3.82,0,0.15,0,1.02,0,0,261,219,0,6,0,36,South East,307573
2018,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,442241
2018,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1264,137,42.42,5.09,33.96,0.1,55.43,4,0,10641,3998,663,1182,23,4775,North Cent,429954
2018,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",94,26,6.42,0,8.54,0,11.04,0,0,1270,438,0,286,0,546,North Cent,2746388
2018,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",173,46,11.26,0.98,17.61,0,16.15,4,0,3774,1040,171,1255,0,1308,North East,1603797
2018,12,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",19,6,2.47,0,0.77,0,2.75,0,0,362,140,0,32,0,190,South East,384959
2018,12,AA,American Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1029,233,92.27,8.22,79.6,1.01,51.89,14,1,10847,4444,812,2386,30,3175,South East,498715
2018,12,AA,American Airlines,AUS,"Austin, TX: Austin - Bergstrom International",936,143,50.1,12.06,45.3,0,35.53,16,6,6061,1835,774,1518,0,1934,South Cent,961855
2018,12,AA,American Airlines,BNA,"Nashville, TN: Nashville International",582,111,48,3.4,25.81,0.31,33.48,12,2,5374,2084,322,828,8,2132,South East,689447
2018,12,AA,American Airlines,BOS,"Boston, MA: Logan International",2090,363,98.47,16.19,126.72,1.47,120.15,23,0,22482,7092,1356,5133,338,8563,North East,675647
2018,12,AA,American Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",470,77,32.72,2.89,16.62,0.11,24.65,10,4,4182,1571,620,516,9,1466,North East,585708
2018,12,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",7811,1122,303.95,24.92,363.91,3.09,426.13,271,10,62383,22850,2445,10667,140,26281,South East,874579
2018,12,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",1898,290,94.66,11.56,76.22,0.71,106.85,32,6,16288,5296,827,2374,45,7746,North East,689545
2018,12,AA,American Airlines,DEN,"Denver, CO: Denver International",810,141,55.48,5.59,41.44,2.36,36.13,17,2,6113,2443,500,1130,78,1962,North West,715522
2018,12,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11864,2296,537.71,50.08,983.9,6.15,718.16,333,63,149112,41965,7275,44421,203,55248,South Cent,1304379
2018,12,AA,American Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",431,58,26.38,1.23,9.06,0,21.33,11,1,2855,1226,94,263,0,1272,North Cent,639111
2018,12,AA,American Airlines,EWR,"Newark, NJ: Newark Liberty International",577,199,37.67,3.74,115.93,0,41.67,10,0,12465,2608,437,6117,0,3303,North East,311549
2018,12,AA,American Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",518,136,45.02,3.75,54.99,0,32.24,15,1,6467,2397,325,1941,0,1804,South East,182760
2018,12,AA,American Airlines,IAD,"Washington, DC: Washington Dulles International",219,46,21.11,2.38,12.52,1,9,4,0,2318,1199,184,382,54,499,North East,689545
2018,12,AA,American Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",733,169,58.64,4.61,67.43,0,38.32,17,0,9497,3524,818,2633,0,2522,South Cent,2304580
2018,12,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1440,309,91.25,2.27,145.01,0.93,69.54,12,3,22430,6884,167,6746,32,8601,North East,8804190
2018,12,AA,American Airlines,LAS,"Las Vegas, NV: Harry Reid International",1142,215,79.56,12.38,60.36,0.59,62.12,15,0,11462,4908,1055,2022,17,3460,South West,641903
2018,12,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",3594,567,165.97,13.32,261.79,2.82,123.1,22,7,30724,12072,869,8372,117,9294,South West,3898747
2018,12,AA,American Airlines,LGA,"New York, NY: LaGuardia",1731,372,99.35,14.77,160.05,0.95,96.88,22,2,20896,6069,1136,7027,37,6627,North East,8804190
2018,12,AA,American Airlines,MCO,"Orlando, FL: Orlando International",1508,293,114.75,9.5,106.58,0.28,61.89,21,4,15929,6039,933,4000,23,4934,South East,307573
2018,12,AA,American Airlines,MIA,"Miami, FL: Miami International",4530,998,285.19,22.28,427.27,4.76,258.49,41,15,54678,17637,1954,14592,204,20291,South East,442241
2018,12,AA,American Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",558,103,37.08,6.19,26.15,2.87,30.72,7,0,5629,1963,701,786,63,2116,North Cent,429954
2018,12,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",5243,770,217.12,13.78,264.42,0.39,274.29,40,10,45321,17444,911,8734,16,18216,North Cent,2746388
2018,12,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",4207,640,181.36,13.23,247.6,0.23,197.59,29,7,38809,15091,862,9266,9,13581,North East,1603797
2018,12,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4723,699,212.14,13.66,242.39,2.65,228.16,53,5,42234,17154,993,7744,117,16226,South West,1608139
2018,12,AA,American Airlines,SAN,"San Diego, CA: San Diego International",725,161,44.95,6.58,72.03,0.84,36.6,12,1,6593,2061,422,2228,45,1837,South West,1386932
2018,12,AA,American Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",636,125,43.79,9.38,41.48,0,30.35,5,2,6514,2354,729,1348,0,2083,North West,737015
2018,12,AA,American Airlines,SFO,"San Francisco, CA: San Francisco International",1148,292,69.71,8.08,168.91,0,45.31,10,1,15779,3976,838,7870,0,3095,South West,873965
2018,12,AA,American Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",361,93,44.77,6.99,21.83,0,19.41,8,0,4174,1822,876,526,0,950,North West,199723
2018,12,AA,American Airlines,TPA,"Tampa, FL: Tampa International",1061,237,77.76,6.43,84.83,0.91,67.07,19,1,13291,4873,737,2891,50,4740,South East,384959
2018,12,AS,Alaska Airlines I,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",52,9,2.83,0,5.74,0,0.43,0,1,287,124,0,146,0,17,South East,498715
2018,12,AS,Alaska Airlines I,AUS,"Austin, TX: Austin - Bergstrom International",142,21,4.86,0,10.98,0,5.17,0,1,1057,263,0,568,0,226,South Cent,961855
2018,12,AS,Alaska Airlines I,BNA,"Nashville, TN: Nashville International",61,17,5.59,0,10.49,0,0.93,0,0,913,400,0,496,0,17,South East,689447
2018,12,AS,Alaska Airlines I,BOS,"Boston, MA: Logan International",225,36,15.17,0,17.83,0,3,2,0,1709,958,0,619,0,132,North East,675647
2018,12,AS,Alaska Airlines I,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",112,13,3.94,0,7.2,0,1.86,1,1,461,178,0,204,0,79,North East,585708
2018,12,AS,Alaska Airlines I,DCA,"Washington, DC: Ronald Reagan Washington National",155,31,4.98,0,23.49,0,2.53,1,2,1098,338,0,668,0,92,North East,689545
2018,12,AS,Alaska Airlines I,DEN,"Denver, CO: Denver International",118,22,7.45,0,10.57,0,3.97,0,0,703,320,0,259,0,124,North West,715522
2018,12,AS,Alaska Airlines I,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",121,18,4.48,0,7.38,0,6.14,0,1,684,186,0,263,0,235,South Cent,1304379
2018,12,AS,Alaska Airlines I,DTW,"Detroit, MI: Detroit Metro Wayne County",31,4,2.49,0,1.51,0,0,0,0,197,145,0,52,0,0,North Cent,639111
2018,12,AS,Alaska Airlines I,EWR,"Newark, NJ: Newark Liberty International",396,105,14.23,0,78.32,0,12.45,2,0,5621,677,0,4109,0,835,North East,311549
2018,12,AS,Alaska Airlines I,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",135,33,12.52,0,15.28,0,5.19,0,0,1463,724,0,563,0,176,South East,182760
2018,12,AS,Alaska Airlines I,IAD,"Washington, DC: Washington Dulles International",146,29,10.23,0,13.14,0,5.62,0,0,1631,784,0,513,0,334,North East,689545
2018,12,AS,Alaska Airlines I,IAH,"Houston, TX: George Bush Intercontinental/Houston",44,12,3.9,0,5.6,0,2.5,0,0,436,172,0,173,0,91,South Cent,2304580
2018,12,AS,Alaska Airlines I,JFK,"New York, NY: John F. Kennedy International",437,81,13.12,1,56.86,0,10.02,0,0,4058,570,46,2689,0,753,North East,8804190
2018,12,AS,Alaska Airlines I,LAS,"Las Vegas, NV: Harry Reid International",706,105,26.46,0,43,0,35.54,8,0,4623,1260,0,1686,0,1677,South West,641903
2018,12,AS,Alaska Airlines I,LAX,"Los Angeles, CA: Los Angeles International",1712,298,49.03,1.63,152.22,0.46,94.66,23,1,13270,2336,57,4823,12,6042,South West,3898747
2018,12,AS,Alaska Airlines I,MCO,"Orlando, FL: Orlando International",146,30,4.36,0,19.93,1,4.71,0,0,1192,170,0,679,137,206,South East,307573
2018,12,AS,Alaska Airlines I,MSP,"Minneapolis, MN: Minneapolis-St Paul International",59,11,2.78,1,3.62,0,3.6,0,0,341,111,15,87,0,128,North Cent,429954
2018,12,AS,Alaska Airlines I,ORD,"Chicago, IL: Chicago O'Hare International",273,49,10.17,0,32.53,0,6.3,0,0,1690,411,0,883,0,396,North Cent,2746388
2018,12,AS,Alaska Airlines I,PHL,"Philadelphia, PA: Philadelphia International",90,12,0,0,9.41,0,2.59,0,0,327,0,0,222,0,105,North East,1603797
2018,12,AS,Alaska Airlines I,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",218,23,9.12,0,7.55,0,6.33,0,1,919,515,0,190,0,214,South West,1608139
2018,12,AS,Alaska Airlines I,SAN,"San Diego, CA: San Diego International",667,89,15.31,0,40.8,0,32.89,2,3,3859,792,0,1472,0,1595,South West,1386932
2018,12,AS,Alaska Airlines I,SEA,"Seattle, WA: Seattle/Tacoma International",5030,899,174.63,10.21,509.08,2.27,202.82,26,3,41089,11518,584,16774,83,12130,North West,737015
2018,12,AS,Alaska Airlines I,SFO,"San Francisco, CA: San Francisco International",2130,470,54.43,5.4,300.45,0.34,109.38,69,5,27566,3114,347,17862,16,6227,South West,873965
2018,12,AS,Alaska Airlines I,SLC,"Salt Lake City, UT: Salt Lake City International",101,12,3.4,0,1.37,0,7.23,1,0,591,264,0,80,0,247,North West,199723
2018,12,AS,Alaska Airlines I,TPA,"Tampa, FL: Tampa International",44,15,2.2,0,11.2,0,1.6,0,0,559,196,0,326,0,37,South East,384959
2018,12,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",245,83,41.08,0.56,27.87,0,13.48,0,0,4791,2728,57,854,0,1152,South East,498715
2018,12,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",181,57,24.57,0,21.73,0,10.7,0,1,3295,1858,0,740,0,697,South Cent,961855
2018,12,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",78,19,5.52,0,3.88,0,9.61,0,0,1054,235,0,174,0,645,South East,689447
2018,12,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",4196,917,269.69,3.64,260.92,0.3,382.46,11,5,64319,23582,151,13159,19,27408,North East,675647
2018,12,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",219,58,32.32,0.52,9.62,0,15.54,0,1,4090,2202,54,578,0,1256,North East,585708
2018,12,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",125,27,14.56,0.05,8.33,0,4.06,5,0,2107,1336,13,343,0,415,South East,874579
2018,12,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",885,171,65.82,1.92,30.57,0,72.69,0,0,15332,5621,183,1227,0,8301,North East,689545
2018,12,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",88,22,9.85,0,3.66,0,8.5,0,0,1200,503,0,86,0,611,North West,715522
2018,12,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",43,12,2.25,0,9.11,0,0.64,0,1,457,73,0,330,0,54,South Cent,1304379
2018,12,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",118,30,16.05,0,2.65,0,11.3,0,1,1539,737,0,77,0,725,North Cent,639111
2018,12,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",794,317,70.81,2.8,149.57,0,93.82,0,3,28912,5711,234,12045,0,10922,North East,311549
2018,12,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2199,675,278.91,1.97,185.54,2.65,205.94,5,5,44967,19369,204,6894,67,18433,South East,182760
2018,12,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",165,18,10.76,0,0.79,0,6.45,1,0,924,506,0,35,0,383,North East,689545
2018,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3667,933,259.35,5.38,287.16,1.65,379.46,10,13,69762,18978,411,19123,42,31208,North East,8804190
2018,12,B6,JetBlue Airways,LAS,"Las Vegas, NV: Harry Reid International",310,56,24.57,1,16.14,0.66,13.63,0,0,3401,1956,37,501,25,882,South West,641903
2018,12,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",543,104,33.64,0,46.64,0,23.71,0,0,5998,2750,0,1450,0,1798,South West,3898747
2018,12,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",518,144,47.96,0.02,55.32,0.04,40.67,0,1,12646,4709,6,3866,9,4056,North East,8804190
2018,12,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1847,492,161.25,1.84,122.66,0,206.25,2,6,37428,13910,664,4160,0,18694,South East,307573
2018,12,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",76,10,3.96,0.82,0.64,0,4.58,0,0,752,219,106,54,0,373,North Cent,429954
2018,12,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",194,47,15.22,0,21.34,0,10.44,0,0,2660,1189,0,731,0,740,North Cent,2746388
2018,12,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",211,45,21.8,0.75,10.13,0,12.31,0,0,3296,1457,70,899,0,870,North East,1603797
2018,12,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,16,5,0,2.65,0,8.35,0,0,1101,331,0,114,0,656,South West,1608139
2018,12,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",138,16,2.32,0,10.5,0,3.19,0,0,707,71,0,390,0,246,South West,1386932
2018,12,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",141,27,8.79,0,10.97,0,7.24,0,0,1732,696,0,508,0,528,North West,737015
2018,12,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",420,90,25.17,0,54.08,0.05,10.7,1,1,5214,1606,0,2814,7,787,South West,873965
2018,12,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",213,50,20.74,0.22,14.83,0.8,13.41,0,1,2432,898,23,425,82,1004,North West,199723
2018,12,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",458,150,69.68,0,30.64,0.82,48.86,1,0,10388,5080,0,1215,34,4059,South East,384959
2018,12,DL,Delta Air Lines I,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19224,1979,527.28,71.79,745.58,0.97,633.39,22,8,114809,46184,9818,23273,31,35503,South East,498715
2018,12,DL,Delta Air Lines I,AUS,"Austin, TX: Austin - Bergstrom International",552,58,22.15,3.71,15.24,0,16.91,0,2,2021,877,103,375,0,666,South Cent,961855
2018,12,DL,Delta Air Lines I,BNA,"Nashville, TN: Nashville International",492,40,20.11,3.52,5.64,0,10.72,0,0,1277,672,138,170,0,297,South East,689447
2018,12,DL,Delta Air Lines I,BOS,"Boston, MA: Logan International",1342,184,43.95,5.84,96.39,0,37.82,0,2,9673,2797,241,4424,0,2211,North East,675647
2018,12,DL,Delta Air Lines I,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",556,52,21.7,4.05,14.61,0,11.65,0,3,1951,878,132,415,0,526,North East,585708
2018,12,DL,Delta Air Lines I,CLT,"Charlotte, NC: Charlotte Douglas International",548,41,20.14,1.02,14.26,0,5.58,0,1,1784,977,95,408,0,304,South East,874579
2018,12,DL,Delta Air Lines I,DCA,"Washington, DC: Ronald Reagan Washington National",749,93,29.51,3.3,42.46,0,17.73,0,3,3336,1182,296,1217,0,641,North East,689545
2018,12,DL,Delta Air Lines I,DEN,"Denver, CO: Denver International",970,62,31.56,4.35,14.53,0,11.56,0,0,2928,1766,235,443,0,484,North West,715522
2018,12,DL,Delta Air Lines I,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",495,59,25.24,1.69,20.96,0,11.11,0,4,2663,949,78,1217,0,419,South Cent,1304379
2018,12,DL,Delta Air Lines I,DTW,"Detroit, MI: Detroit Metro Wayne County",4410,336,113.93,14.27,89.05,0,118.76,1,2,21409,9940,2084,2819,0,6566,North Cent,639111
2018,12,DL,Delta Air Lines I,EWR,"Newark, NJ: Newark Liberty International",414,108,17.39,3.73,78.65,0,8.23,0,1,7560,2073,138,4950,0,399,North East,311549
2018,12,DL,Delta Air Lines I,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",964,169,59.23,5.52,70.22,0,34.04,0,3,7367,2906,268,2233,0,1960,South East,182760
2018,12,DL,Delta Air Lines I,IAD,"Washington, DC: Washington Dulles International",253,25,8.57,4.25,6.73,0,5.44,0,0,882,285,123,208,0,266,North East,689545
2018,12,DL,Delta Air Lines I,IAH,"Houston, TX: George Bush Intercontinental/Houston",275,41,13.63,2.7,18.35,0,6.32,0,1,1696,636,152,668,0,240,South Cent,2304580
2018,12,DL,Delta Air Lines I,JFK,"New York, NY: John F. Kennedy International",2583,365,68.98,7.06,206.6,0.88,81.48,0,1,22262,4862,275,11167,67,5891,North East,8804190
2018,12,DL,Delta Air Lines I,LAS,"Las Vegas, NV: Harry Reid International",1014,79,34.91,3.43,24.3,0,16.36,0,2,3890,2136,149,883,0,722,South West,641903
2018,12,DL,Delta Air Lines I,LAX,"Los Angeles, CA: Los Angeles International",2858,505,139.39,12.94,271.91,0,80.76,0,0,24625,8715,1630,9069,0,5211,South West,3898747
2018,12,DL,Delta Air Lines I,LGA,"New York, NY: LaGuardia",1955,330,54.97,10.26,192.01,0,72.76,0,7,17126,2739,544,9459,0,4384,North East,8804190
2018,12,DL,Delta Air Lines I,MCO,"Orlando, FL: Orlando International",1555,229,90.27,13.93,78.24,0,46.56,2,2,11798,5338,583,3043,0,2834,South East,307573
2018,12,DL,Delta Air Lines I,MDW,"Chicago, IL: Chicago Midway International",167,5,2.99,1.47,0.01,0,0.53,0,0,363,298,54,2,0,9,North Cent,2746388
2018,12,DL,Delta Air Lines I,MIA,"Miami, FL: Miami International",753,122,33.65,6.14,56.6,0.37,25.25,0,3,5054,1608,277,1784,23,1362,South East,442241
2018,12,DL,Delta Air Lines I,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5021,380,136.93,17.77,121.94,0,103.36,4,2,25114,13206,1533,4733,0,5642,North Cent,429954
2018,12,DL,Delta Air Lines I,ORD,"Chicago, IL: Chicago O'Hare International",757,83,24.28,2.19,43.23,0,13.3,0,2,3474,1120,100,1328,0,926,North Cent,2746388
2018,12,DL,Delta Air Lines I,PHL,"Philadelphia, PA: Philadelphia International",499,56,23.55,0.63,28.72,0,3.1,0,0,2498,1152,24,1195,0,127,North East,1603797
2018,12,DL,Delta Air Lines I,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",702,65,25.01,1.9,28.67,0,9.42,0,0,2752,1534,75,790,0,353,South West,1608139
2018,12,DL,Delta Air Lines I,SAN,"San Diego, CA: San Diego International",715,72,26.63,3.77,36.27,0,5.33,0,2,2540,1182,142,988,0,228,South West,1386932
2018,12,DL,Delta Air Lines I,SEA,"Seattle, WA: Seattle/Tacoma International",2287,267,76.68,5.51,123.4,0,61.41,2,4,16222,8118,380,4113,0,3611,North West,737015
2018,12,DL,Delta Air Lines I,SFO,"San Francisco, CA: San Francisco International",1145,207,33.32,3.76,153.72,0,16.2,0,2,10668,1950,198,7484,0,1036,South West,873965
2018,12,DL,Delta Air Lines I,SLC,"Salt Lake City, UT: Salt Lake City International",3368,271,89.98,12.1,74.23,0,94.69,0,0,14005,5293,601,2172,0,5939,North West,199723
2018,12,DL,Delta Air Lines I,TPA,"Tampa, FL: Tampa International",1001,117,43.76,7.36,39.42,0,26.46,0,0,5024,1982,255,1166,0,1621,South East,384959
2018,12,EV,ExpressJet Airlin,BNA,"Nashville, TN: Nashville International",85,31,9.13,0.3,13.03,0,8.54,1,0,1816,692,28,545,0,551,South East,689447
2018,12,EV,ExpressJet Airlin,BOS,"Boston, MA: Logan International",92,11,2.6,0,3.42,0,4.98,3,1,881,299,0,274,0,308,North East,675647
2018,12,EV,ExpressJet Airlin,CLT,"Charlotte, NC: Charlotte Douglas International",124,29,16.02,0,2.39,0,10.59,11,0,2792,1604,0,75,0,1113,South East,874579
2018,12,EV,ExpressJet Airlin,DCA,"Washington, DC: Ronald Reagan Washington National",260,45,18.21,0.44,13.16,0,13.19,10,2,3146,1196,59,1030,0,861,North East,689545
2018,12,EV,ExpressJet Airlin,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",454,112,30.99,0,30.77,0,50.23,60,1,8905,3967,0,940,0,3998,South Cent,1304379
2018,12,EV,ExpressJet Airlin,DTW,"Detroit, MI: Detroit Metro Wayne County",6,5,0.96,0,2,0,2.04,0,0,433,232,0,52,0,149,North Cent,639111
2018,12,EV,ExpressJet Airlin,EWR,"Newark, NJ: Newark Liberty International",1377,516,54.68,4.04,327.3,0,129.98,58,0,43645,6532,682,26102,0,10329,North East,311549
2018,12,EV,ExpressJet Airlin,IAD,"Washington, DC: Washington Dulles International",186,42,12.24,0,15.44,0,14.32,13,0,4593,971,0,2205,0,1417,North East,689545
2018,12,EV,ExpressJet Airlin,IAH,"Houston, TX: George Bush Intercontinental/Houston",3196,668,71.88,26.79,319.14,0,250.19,112,9,64553,13753,3975,27192,0,19633,South Cent,2304580
2018,12,EV,ExpressJet Airlin,LGA,"New York, NY: LaGuardia",153,35,5.3,0,20.23,0,9.47,8,0,2488,552,0,1211,0,725,North East,8804190
2018,12,EV,ExpressJet Airlin,ORD,"Chicago, IL: Chicago O'Hare International",1241,297,44.92,5.23,144.05,0,102.8,49,2,26986,5494,1595,11947,0,7950,North Cent,2746388
2018,12,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",248,66,22.92,0,14.84,0,28.25,0,0,3760,1229,0,575,0,1956,South East,498715
2018,12,F9,Frontier Airlines,AUS,"Austin, TX: Austin - Bergstrom International",201,47,11.96,1,16.8,0,17.23,5,1,2671,509,52,556,0,1554,South Cent,961855
2018,12,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",110,29,9.83,0,6.67,0,12.5,0,0,1632,459,0,326,0,847,South East,689447
2018,12,F9,Frontier Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",108,28,9.96,0,3.5,0,14.53,2,0,2040,667,0,151,0,1222,South East,874579
2018,12,F9,Frontier Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",89,23,9.04,0,1.42,0,12.54,0,1,1455,374,0,52,0,1029,North East,689545
2018,12,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",1646,316,84.89,0.37,91.21,0,139.54,9,2,21900,7395,19,3432,0,11054,North West,715522
2018,12,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",31,8,4.29,0,1.51,0,2.2,0,0,559,266,0,125,0,168,South Cent,1304379
2018,12,F9,Frontier Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",33,7,1.27,1,1.95,0,2.78,1,0,432,31,21,87,0,293,North Cent,639111
2018,12,F9,Frontier Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",36,15,3.16,0,4.47,0,7.37,0,0,934,179,0,156,0,599,South East,182760
2018,12,F9,Frontier Airlines,IAD,"Washington, DC: Washington Dulles International",61,11,3.6,0,2.39,0,5.02,2,0,679,243,0,57,0,379,North East,689545
2018,12,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",38,15,4.82,0,2.82,0,7.36,0,0,625,196,0,83,0,346,South Cent,2304580
2018,12,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",600,156,33.76,1.13,67.05,0,54.06,5,0,10728,3445,128,2426,0,4729,South West,641903
