year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,region,pop
2018,12,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",320,61,16.13,2.05,30.93,0,11.89,0,8,3860,980,329,1247,0,1304,South Cent,1304379
2018,12,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",807,95,30.97,4.25,25.45,0,34.32,4,0,5115,2357,139,743,0,1876,North Cent,639111
2018,12,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1865,470,41.27,5.19,327.22,0,96.31,25,5,32316,3884,786,20342,0,7304,North East,311549
2018,12,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",18,1,0.24,0,0.76,0,0,2,0,17,4,0,13,0,0,North East,689545
2018,12,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",988,208,32.99,5.65,126.34,0,43.03,9,5,11276,2414,545,5225,0,3092,South Cent,2304580
2018,12,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",425,73,16.05,2.77,41.49,0.89,11.8,3,0,4874,1257,382,2079,16,1140,North East,8804190
2018,12,YX,Republic Airline,LGA,"New York, NY: LaGuardia",2338,533,83.46,10.97,305.83,0,132.74,19,7,33846,6338,1680,16055,0,9773,North East,8804190
2018,12,YX,Republic Airline,MCO,"Orlando, FL: Orlando International",7,1,0,0,0.42,0,0.58,0,0,19,0,0,8,0,11,South East,307573
2018,12,YX,Republic Airline,MIA,"Miami, FL: Miami International",951,142,30.2,1.9,76.35,0.01,33.54,2,2,6195,1208,84,2430,4,2469,South East,442241
2018,12,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",447,63,15.75,3.32,18.46,0.15,25.31,1,1,3500,632,265,845,4,1754,North Cent,429954
2018,12,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1186,181,34.2,6.83,91.83,0,48.14,6,4,8864,2072,420,3517,0,2855,North Cent,2746388
2018,12,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",1280,159,32.29,2.17,93.51,0,31.03,9,1,9069,1945,214,4398,0,2512,North East,1603797
2018,12,YX,Republic Airline,SLC,"Salt Lake City, UT: Salt Lake City International",43,9,2.13,0,5.41,0,1.46,0,0,187,45,0,109,0,33,North West,199723
2018,11,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2541,667,82.08,21.12,257.8,0,305.99,7,2,48247,10446,2266,11163,0,24372,South East,498715
2018,11,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",35,5,0.12,0,2.46,0,2.42,0,0,508,13,0,97,0,398,South Cent,961855
2018,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",38,5,1.03,0,1.72,0,2.25,1,0,181,18,0,71,0,92,South East,689447
2018,11,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",417,98,17.96,1.04,39.22,0,39.77,5,0,6192,1179,79,2309,0,2625,North East,675647
2018,11,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",221,45,15.71,1.6,16.13,0,11.56,5,0,2973,662,91,696,0,1524,North East,585708
2018,11,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",257,52,12.73,0.22,16.12,0,22.93,8,0,3592,846,22,715,0,2009,South East,874579
2018,11,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",153,17,4.62,0.07,7.96,0,4.35,1,2,870,277,2,322,0,269,North East,689545
2018,11,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",182,39,8.02,1,24.85,0,5.13,1,1,1727,475,76,853,0,323,South Cent,1304379
2018,11,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1480,191,34.45,1.76,45.88,0,108.92,5,2,12069,2167,142,1720,0,8040,North Cent,639111
2018,11,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",174,75,4.44,1.94,57.21,0,11.41,5,0,5614,490,437,3775,0,912,North East,311549
2018,11,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",7,2,0.03,0,1,0,0.97,0,0,126,3,0,15,0,108,South East,182760
2018,11,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",84,18,3.92,0.06,5.54,0,8.49,1,0,1118,292,6,299,0,521,North East,689545
2018,11,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",125,41,9.06,0,23.92,0,8.02,0,0,1722,460,0,718,0,544,South Cent,2304580
2018,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1584,277,53.05,9.12,128.9,0,85.93,35,2,20249,4490,611,8909,0,6239,North East,8804190
2018,11,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2162,563,48.28,19.51,343.85,0,151.37,65,5,43862,7029,2700,21530,0,12603,North East,8804190
2018,11,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",6,2,0.33,0,0.16,0,1.51,0,0,67,11,0,5,0,51,South East,307573
2018,11,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",859,110,28.52,2,27.71,0,51.77,3,0,6952,2437,167,846,0,3502,North Cent,429954
2018,11,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",117,26,6.42,0.65,12.86,0,6.07,6,0,1616,443,63,637,0,473,North Cent,2746388
2018,11,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",194,48,10.73,2.14,22.43,0,12.7,2,1,3529,1099,187,1227,0,1016,North East,1603797
2018,11,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",21,5,3.9,0,0.44,0,0.67,0,0,280,236,0,18,0,26,South East,384959
2018,11,AA,American Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1001,242,67,6.5,107.36,1,60.14,5,0,12535,4909,345,3868,25,3388,South East,498715
2018,11,AA,American Airlines,AUS,"Austin, TX: Austin - Bergstrom International",953,213,73.16,5.08,81.41,1.4,51.96,4,2,11524,4012,383,2862,30,4237,South Cent,961855
2018,11,AA,American Airlines,BNA,"Nashville, TN: Nashville International",599,91,35.1,1.63,23.61,0,30.67,3,2,3899,1631,30,691,0,1547,South East,689447
2018,11,AA,American Airlines,BOS,"Boston, MA: Logan International",2198,458,114.78,16.68,173.83,1,151.71,37,1,29801,6960,2398,9061,24,11358,North East,675647
2018,11,AA,American Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",483,84,35.73,1.45,16.63,0.32,29.87,1,0,4175,1650,111,656,18,1740,North East,585708
2018,11,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",8154,1153,354.3,26.36,367.09,2.31,402.94,27,4,66230,26438,2429,12201,137,25025,South East,874579
2018,11,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",1907,290,86.12,11.01,72.09,0.93,119.84,17,6,18816,4711,1386,2639,69,10011,North East,689545
2018,11,AA,American Airlines,DEN,"Denver, CO: Denver International",795,160,57.26,3.64,44.12,1.41,53.56,4,0,7666,2492,302,1282,38,3552,North West,715522
2018,11,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11557,2208,594.4,41.24,902.87,4.18,665.32,38,24,131864,48695,5253,29057,216,48643,South Cent,1304379
2018,11,AA,American Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",444,65,33.22,0.17,8.06,1.23,22.32,1,0,2954,1425,16,315,25,1173,North Cent,639111
2018,11,AA,American Airlines,EWR,"Newark, NJ: Newark Liberty International",595,200,32.52,3.08,131.67,0,32.73,8,1,14764,2258,416,8435,0,3655,North East,311549
2018,11,AA,American Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",470,103,30.15,3.52,42.76,0.62,25.95,0,0,4180,1216,218,1194,23,1529,South East,182760
2018,11,AA,American Airlines,IAD,"Washington, DC: Washington Dulles International",248,46,24.54,0,10.93,0,10.52,0,0,2479,1447,0,340,0,692,North East,689545
2018,11,AA,American Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",741,186,68.23,0.38,78.2,0.18,39.01,3,0,7198,2618,29,2327,4,2220,South Cent,2304580
2018,11,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1382,298,78.1,1.76,140.49,1.19,76.46,11,1,23334,5810,1159,9336,49,6980,North East,8804190
2018,11,AA,American Airlines,LAS,"Las Vegas, NV: Harry Reid International",1089,190,71.21,5.3,55.94,0.75,56.79,3,2,10007,3952,475,1899,17,3664,South West,641903
2018,11,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",3381,507,176.01,14.53,171.83,0.6,144.03,10,2,29239,11316,2341,5639,54,9889,South West,3898747
2018,11,AA,American Airlines,LGA,"New York, NY: LaGuardia",1799,439,109.44,8.33,217.59,0,103.64,45,16,23848,6514,339,9726,0,7269,North East,8804190
2018,11,AA,American Airlines,MCO,"Orlando, FL: Orlando International",1348,253,88.9,4.68,83.23,0.87,75.32,5,3,14097,5258,436,2821,41,5541,South East,307573
2018,11,AA,American Airlines,MIA,"Miami, FL: Miami International",4179,774,265.45,24.3,289.67,1.59,192.99,13,5,60411,29270,4152,10315,49,16625,South East,442241
2018,11,AA,American Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",538,89,38.86,2.06,20.81,0.26,27.01,7,0,4159,1542,132,709,13,1763,North Cent,429954
2018,11,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",5223,849,213.84,24.98,362.64,3.03,244.51,152,10,71021,14449,4941,30559,130,20942,North Cent,2746388
2018,11,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",4151,707,212.9,19.59,253.04,0.52,220.95,27,6,49159,19692,1411,11851,14,16191,North East,1603797
2018,11,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4366,620,209.4,11.7,163.87,0.55,234.48,15,3,42018,18181,734,4778,68,18257,South West,1608139
2018,11,AA,American Airlines,SAN,"San Diego, CA: San Diego International",704,138,52.69,2.44,48.31,0.58,33.98,4,2,8896,4351,139,1504,14,2888,South West,1386932
2018,11,AA,American Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",613,168,44.02,3.43,85.33,0.38,34.85,3,2,7383,1753,199,3212,18,2201,North West,737015
2018,11,AA,American Airlines,SFO,"San Francisco, CA: San Francisco International",1125,363,62.91,11.76,228.33,0,59.99,6,0,21988,4145,1921,10878,0,5044,South West,873965
2018,11,AA,American Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",302,69,30.29,0,17.46,0,21.25,2,0,4072,2096,0,452,0,1524,North West,199723
2018,11,AA,American Airlines,TPA,"Tampa, FL: Tampa International",1005,192,66.13,4.82,70.32,0,50.73,2,0,9200,2968,575,2195,0,3462,South East,384959
2018,11,AS,Alaska Airlines I,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",51,9,1.8,0.8,4.52,0,1.88,0,1,537,85,205,165,0,82,South East,498715
2018,11,AS,Alaska Airlines I,AUS,"Austin, TX: Austin - Bergstrom International",139,26,7.85,0.99,8.13,0,9.02,0,1,984,377,111,218,0,278,South Cent,961855
2018,11,AS,Alaska Airlines I,BNA,"Nashville, TN: Nashville International",59,13,4.51,0,4.05,0,4.44,0,0,795,352,0,102,0,341,South East,689447
2018,11,AS,Alaska Airlines I,BOS,"Boston, MA: Logan International",223,51,7.06,0.78,39.04,0,4.12,0,0,2697,505,209,1819,0,164,North East,675647
2018,11,AS,Alaska Airlines I,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",110,14,4.79,0.64,7.07,0,1.5,1,0,636,235,129,230,0,42,North East,585708
2018,11,AS,Alaska Airlines I,DCA,"Washington, DC: Ronald Reagan Washington National",147,20,2.43,2,9.35,0,6.21,0,0,749,129,106,357,0,157,North East,689545
2018,11,AS,Alaska Airlines I,DEN,"Denver, CO: Denver International",115,19,3.12,4,4.81,0,7.07,0,0,861,206,288,132,0,235,North West,715522
2018,11,AS,Alaska Airlines I,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",118,10,4.36,0,2.49,0,3.15,2,1,505,330,0,82,0,93,South Cent,1304379
2018,11,AS,Alaska Airlines I,DTW,"Detroit, MI: Detroit Metro Wayne County",30,2,0,0,1,0,1,0,0,398,0,0,23,0,375,North Cent,639111
2018,11,AS,Alaska Airlines I,EWR,"Newark, NJ: Newark Liberty International",390,131,22.27,1.86,90.12,0,16.74,4,1,8480,1568,213,5762,0,937,North East,311549
2018,11,AS,Alaska Airlines I,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",122,16,8.01,0.24,4.99,0,2.76,0,2,828,356,53,157,0,262,South East,182760
2018,11,AS,Alaska Airlines I,IAD,"Washington, DC: Washington Dulles International",143,22,8.49,0,9.22,0,4.29,2,0,1088,497,0,281,0,310,North East,689545
2018,11,AS,Alaska Airlines I,IAH,"Houston, TX: George Bush Intercontinental/Houston",43,12,1.6,1,4.9,0,4.5,0,0,478,56,61,175,0,186,South Cent,2304580
2018,11,AS,Alaska Airlines I,JFK,"New York, NY: John F. Kennedy International",413,74,20.31,0.88,40.88,0,11.93,5,1,4120,1110,179,2400,0,431,North East,8804190
2018,11,AS,Alaska Airlines I,LAS,"Las Vegas, NV: Harry Reid International",676,112,38.74,0.7,32.36,0,40.2,5,0,6196,2463,85,1028,0,2620,South West,641903
2018,11,AS,Alaska Airlines I,LAX,"Los Angeles, CA: Los Angeles International",1675,253,54.15,9.53,100.46,0,88.85,39,1,14173,2949,1328,3233,0,6663,South West,3898747
2018,11,AS,Alaska Airlines I,MCO,"Orlando, FL: Orlando International",141,20,4.63,0.89,10.67,0,3.81,0,1,979,299,110,342,0,228,South East,307573
2018,11,AS,Alaska Airlines I,MSP,"Minneapolis, MN: Minneapolis-St Paul International",57,9,2,0.37,1.05,0,5.58,0,0,729,65,106,43,0,515,North Cent,429954
2018,11,AS,Alaska Airlines I,ORD,"Chicago, IL: Chicago O'Hare International",270,58,11.94,3.32,35.62,0,7.11,6,1,3644,701,360,2087,0,496,North Cent,2746388
2018,11,AS,Alaska Airlines I,PHL,"Philadelphia, PA: Philadelphia International",87,12,2.27,0.92,8.24,0,0.57,0,0,610,88,165,330,0,27,North East,1603797
2018,11,AS,Alaska Airlines I,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",228,25,10.45,1.38,3.96,0,9.21,2,0,1514,419,358,149,0,588,South West,1608139
2018,11,AS,Alaska Airlines I,SAN,"San Diego, CA: San Diego International",703,89,21.86,4.09,26.11,0.44,36.51,18,1,4522,919,454,1084,7,2058,South West,1386932
2018,11,AS,Alaska Airlines I,SEA,"Seattle, WA: Seattle/Tacoma International",5008,1083,165.4,9.52,651.63,3.92,252.53,54,37,59066,10986,1571,26415,108,19986,North West,737015
2018,11,AS,Alaska Airlines I,SFO,"San Francisco, CA: San Francisco International",2109,538,48.97,7.35,347.1,2,132.57,95,6,34291,3547,1066,19333,75,10270,South West,873965
2018,11,AS,Alaska Airlines I,SLC,"Salt Lake City, UT: Salt Lake City International",99,12,2.72,0,1.75,0,7.53,0,0,784,159,0,49,0,576,North West,199723
2018,11,AS,Alaska Airlines I,TPA,"Tampa, FL: Tampa International",43,9,1.28,1.02,3.98,0,2.72,0,0,506,67,177,191,0,71,South East,384959
2018,11,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",268,102,31.97,1.67,55.13,0,13.23,0,0,5676,2158,404,1915,0,1199,South East,498715
2018,11,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",176,53,21.89,0,23.21,0,7.9,1,0,2230,1132,0,679,0,419,South Cent,961855
2018,11,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",92,34,15.96,0,9.54,0,8.5,0,0,2615,1358,0,279,0,978,South East,689447
2018,11,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",4320,1335,299.36,3.69,455.86,1.01,575.07,28,3,98764,26573,417,24196,42,47536,North East,675647
2018,11,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",244,68,33.39,0.1,10.17,1,23.34,2,0,4755,2296,22,471,83,1883,North East,585708
2018,11,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",137,40,14.26,0,17.8,0,7.95,1,0,2347,933,0,506,0,908,South East,874579
2018,11,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",867,202,79.66,0.25,40.87,0,81.22,4,4,16016,6829,11,1775,0,7401,North East,689545
2018,11,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",89,24,12.97,0,5.39,0,5.64,0,0,1487,927,0,262,0,298,North West,715522
2018,11,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",51,26,6.73,0,18.46,0,0.81,0,0,974,419,0,522,0,33,South Cent,1304379
2018,11,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",116,26,10.12,0,4.13,0,11.75,0,1,1972,665,0,144,0,1163,North Cent,639111
2018,11,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",755,292,55.66,1.25,155.51,0.45,79.14,16,2,24593,4292,221,13517,21,6542,North East,311549
2018,11,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2083,634,236.48,1.8,195.05,2.45,198.21,17,6,41554,15266,531,7629,95,18033,South East,182760
2018,11,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",173,49,24.32,0.7,8.74,0,15.23,1,0,3889,1679,203,581,0,1426,North East,689545
2018,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3481,886,244.08,1.2,325.7,2.44,312.58,39,8,65269,17781,85,22632,98,24673,North East,8804190
2018,11,B6,JetBlue Airways,LAS,"Las Vegas, NV: Harry Reid International",300,69,21.48,0.34,22.67,0.32,24.19,0,1,3964,1639,68,746,9,1502,South West,641903
2018,11,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",505,114,38.95,3.01,53.71,0,18.33,0,1,6520,2915,312,1692,0,1601,South West,3898747
2018,11,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",507,170,33.76,1.28,100.95,0,34.01,3,5,11661,2368,146,5620,0,3527,North East,8804190
2018,11,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1679,508,172.91,4.67,151.53,0,178.88,10,2,33077,12448,1052,5786,0,13791,South East,307573
2018,11,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",85,26,12.48,0.7,3.36,0,9.45,0,1,2156,1400,30,118,0,608,North Cent,429954
2018,11,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",200,63,20.88,0.91,29.54,0,11.67,6,0,6582,1615,204,3281,0,1482,North Cent,2746388
2018,11,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",227,75,26.29,1.06,22.35,1.11,24.19,1,1,4264,1404,33,1208,65,1554,North East,1603797
2018,11,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60,23,7.32,0.93,6.39,0,8.36,0,0,1307,332,109,194,0,672,South West,1608139
2018,11,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",133,20,7.27,0.79,9.42,0,2.52,0,0,941,363,76,270,0,232,South West,1386932
2018,11,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",136,28,5.53,1.8,10.97,0,9.69,0,1,2231,646,260,498,0,827,North West,737015
2018,11,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",427,121,18.01,0.92,89.56,0,12.5,0,0,8326,1057,464,5829,0,976,South West,873965
2018,11,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",202,30,15.56,0.55,6.71,0.21,6.97,1,0,2069,1155,79,289,6,540,North West,199723
2018,11,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",445,168,71.06,0,53.55,0.3,43.09,3,0,11089,5055,0,2261,19,3754,South East,384959
2018,11,DL,Delta Air Lines I,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19820,3895,643.43,102.16,1884.42,1,1264,13,8,204446,57420,11334,69903,50,65739,South East,498715
2018,11,DL,Delta Air Lines I,AUS,"Austin, TX: Austin - Bergstrom International",597,146,39.4,4.55,61.66,0,40.4,1,4,5902,1947,321,1871,0,1763,South Cent,961855
2018,11,DL,Delta Air Lines I,BNA,"Nashville, TN: Nashville International",588,77,32.27,5.4,16.91,0,22.42,0,2,3103,1460,237,460,0,946,South East,689447
2018,11,DL,Delta Air Lines I,BOS,"Boston, MA: Logan International",1393,284,54.91,10.15,138.48,0,80.46,5,1,16126,4010,599,6304,0,5213,North East,675647
2018,11,DL,Delta Air Lines I,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",573,74,29.42,3.88,20.23,0,20.47,0,1,3310,1477,324,577,0,932,North East,585708
2018,11,DL,Delta Air Lines I,CLT,"Charlotte, NC: Charlotte Douglas International",579,72,20.71,4.05,19.86,0,27.37,1,0,3708,1231,230,746,0,1501,South East,874579
2018,11,DL,Delta Air Lines I,DCA,"Washington, DC: Ronald Reagan Washington National",757,123,46.39,5.25,46.68,0,24.68,1,2,6097,2295,215,2633,0,954,North East,689545
2018,11,DL,Delta Air Lines I,DEN,"Denver, CO: Denver International",911,85,33.15,5.02,26.73,0,20.09,1,0,4742,1774,753,986,0,1229,North West,715522
2018,11,DL,Delta Air Lines I,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",580,105,37.83,4.8,45.41,0,16.97,0,3,4770,2240,160,1464,0,906,South Cent,1304379
2018,11,DL,Delta Air Lines I,DTW,"Detroit, MI: Detroit Metro Wayne County",4419,501,146.56,27.31,115.62,0,211.51,6,2,32355,9888,3053,5598,0,13816,North Cent,639111
2018,11,DL,Delta Air Lines I,EWR,"Newark, NJ: Newark Liberty International",436,151,27.11,1.59,93.99,0,28.31,0,0,11262,1958,68,7248,0,1988,North East,311549
2018,11,DL,Delta Air Lines I,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",805,163,45.76,7.3,74.44,0,35.5,2,2,8362,3314,741,2200,0,2107,South East,182760
2018,11,DL,Delta Air Lines I,IAD,"Washington, DC: Washington Dulles International",280,42,16.58,1.45,12.34,0,11.63,0,0,2131,885,83,607,0,556,North East,689545
2018,11,DL,Delta Air Lines I,IAH,"Houston, TX: George Bush Intercontinental/Houston",264,50,17.89,5.53,20.68,0,5.9,0,0,1742,832,191,516,0,203,South Cent,2304580
2018,11,DL,Delta Air Lines I,JFK,"New York, NY: John F. Kennedy International",2493,386,84.29,9.94,202.62,0,89.14,12,5,39071,7618,1693,16651,0,13109,North East,8804190
2018,11,DL,Delta Air Lines I,LAS,"Las Vegas, NV: Harry Reid International",1028,116,43.44,7.22,36.88,0,28.45,0,1,7392,3155,1678,1063,0,1496,South West,641903
2018,11,DL,Delta Air Lines I,LAX,"Los Angeles, CA: Los Angeles International",2704,338,96.42,18.34,137.6,0,85.64,1,3,24486,11846,1166,5379,0,6095,South West,3898747
2018,11,DL,Delta Air Lines I,LGA,"New York, NY: LaGuardia",1850,413,61.6,18.74,225.86,0,106.8,18,20,25803,4840,1690,10801,0,8472,North East,8804190
2018,11,DL,Delta Air Lines I,MCO,"Orlando, FL: Orlando International",1398,263,82.33,12.46,116.29,0,51.92,2,1,11595,3990,789,3819,0,2997,South East,307573
2018,11,DL,Delta Air Lines I,MDW,"Chicago, IL: Chicago Midway International",188,29,14.97,4.85,1.49,0,7.69,0,0,1902,593,971,44,0,294,North Cent,2746388
2018,11,DL,Delta Air Lines I,MIA,"Miami, FL: Miami International",654,165,53.55,8.96,53.37,0,49.12,1,1,7729,2838,484,1938,0,2469,South East,442241
2018,11,DL,Delta Air Lines I,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5194,600,180.62,28.98,199.96,1,189.44,7,1,43815,21741,3786,6828,22,11438,North Cent,429954
2018,11,DL,Delta Air Lines I,ORD,"Chicago, IL: Chicago O'Hare International",816,188,29.53,9.47,108.58,0,40.43,16,5,16713,1706,1986,11090,0,1931,North Cent,2746388
2018,11,DL,Delta Air Lines I,PHL,"Philadelphia, PA: Philadelphia International",553,83,26.4,1.96,33.47,0,21.17,0,2,4366,1364,133,1635,0,1234,North East,1603797
2018,11,DL,Delta Air Lines I,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",602,62,20.93,2.17,20.45,0,18.45,0,0,3614,1328,423,693,0,1170,South West,1608139
2018,11,DL,Delta Air Lines I,SAN,"San Diego, CA: San Diego International",656,72,25.95,6.52,17.11,0,22.42,1,2,3660,1162,594,485,0,1419,South West,1386932
2018,11,DL,Delta Air Lines I,SEA,"Seattle, WA: Seattle/Tacoma International",2137,358,85.05,9.84,160.88,0,102.24,1,19,24692,7805,1382,6866,0,8639,North West,737015
2018,11,DL,Delta Air Lines I,SFO,"San Francisco, CA: San Francisco International",1222,343,36.76,11.94,255.95,0,38.36,0,5,23951,4052,1720,15211,0,2968,South West,873965
2018,11,DL,Delta Air Lines I,SLC,"Salt Lake City, UT: Salt Lake City International",3554,363,107.4,19.47,95.02,0,141.11,2,2,21616,6880,2409,2874,0,9453,North West,199723
2018,11,DL,Delta Air Lines I,TPA,"Tampa, FL: Tampa International",873,204,62.57,11.66,74.56,0,55.21,2,1,9053,3249,629,2351,0,2824,South East,384959
2018,11,EV,ExpressJet Airlin,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",150,46,15.54,0,13.62,0,16.84,9,0,7990,5666,0,628,0,1696,South East,498715
2018,11,EV,ExpressJet Airlin,AUS,"Austin, TX: Austin - Bergstrom International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Cent,961855
2018,11,EV,ExpressJet Airlin,BNA,"Nashville, TN: Nashville International",110,35,11.2,0.5,13.45,0,9.85,2,0,1754,523,14,602,0,615,South East,689447
2018,11,EV,ExpressJet Airlin,BOS,"Boston, MA: Logan International",86,20,3.99,0.01,11.82,0,4.18,4,0,1422,264,3,675,0,480,North East,675647
2018,11,EV,ExpressJet Airlin,CLT,"Charlotte, NC: Charlotte Douglas International",130,19,6.77,0,5.15,0,7.09,0,0,1540,638,0,163,0,739,South East,874579
2018,11,EV,ExpressJet Airlin,DCA,"Washington, DC: Ronald Reagan Washington National",268,69,20.04,1,16.71,0,31.26,18,0,4452,1390,64,910,0,2088,North East,689545
2018,11,EV,ExpressJet Airlin,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",528,142,47.9,0,45.25,0,48.85,5,2,11634,6546,0,1348,0,3740,South Cent,1304379
2018,11,EV,ExpressJet Airlin,DTW,"Detroit, MI: Detroit Metro Wayne County",3,1,0,0,1,0,0,0,0,24,0,0,24,0,0,North Cent,639111
2018,11,EV,ExpressJet Airlin,EWR,"Newark, NJ: Newark Liberty International",1332,532,74.55,6.54,310.07,0,140.83,89,1,57191,14773,1874,29509,0,11035,North East,311549
2018,11,EV,ExpressJet Airlin,IAD,"Washington, DC: Washington Dulles International",93,47,10.01,1.1,13.68,0,22.21,6,0,4963,1294,32,1274,0,2363,North East,689545
